,claim,url
155,"“Durham’s documents show that Hillary Clinton hired people who hacked into Trump’s home and office computers” and “planted evidence, fabricated evidence connecting Trump to Russia.”",https://www.politifact.com/factchecks/2022/feb/17/jesse-watters/jesse-watters-spins-facts-beyond-recognition-claim/
156,Footage shows an American C-17 military transport plane landing on an airstrip in Ukraine.,https://www.bbc.co.uk/news/56772297
157,A US M1 Abrams tank has been unloaded in Ukraine,https://www.bbc.co.uk/news/56772297
158,"Says Joe Biden is “withholding $150 million in aid from Ukraine” to “pressure Ukraine to drop all criminal investigations into him and his son, Hunter.”",https://www.politifact.com/factchecks/2021/apr/15/george-papadopoulos/no-evidence-joe-biden-withholding-aid-ukraine-help/
159,"""I, to my shame, now cannot remember what kind of assistance America has provided to Russia recently ... I am not aware of any help.""",https://www.polygraph.info/a/polygraph-fact-check-has-the-u-s-ever-helped-russia-yes-/31136030.html
160,It is illegal to speak Russian in Ukrainian cafes and shops.,https://disinfowatch.org/disinfo/russian-language-is-not-banned-from-ukrainian-stores-and-restaurants/
161,Russian President Vladimir Putin banned mixed-religion marriages for Muslims in Russia,https://factly.in/russia-did-not-ban-muslim-men-from-marrying-other-religious-women/
162,"the Facebook page „მოგი*ყანთ ოპოზიცია“ (F*ck Your Opposition) shared the video of Nika Melia, a member of the opposition party National Movement that was uploaded on June 21, 2019. Said video was shared with the following words: “Standpoint of Traitors of the Country”.  Video shows Nika Melia being interviewed by TV “Rustavi 2” in the Parliament chamber. Video footage has a logo of ""Rustavi 2"" that dates back to June 20, 2019.  In an 8-seconds long video Melia states the following: “ Everybody already knows that Abkhazia and Samachablo are both sovereign states and should be completely under the influence of Russia…”.",https://mythdetector.ge/en/anti-opposition-page-ascribes-words-about-gavrilov-to-melia/
163,"""Joe [Biden] got $3.5 million from Russia and it came through Putin.""",https://www.factcheck.org/2020/10/factchecking-the-final-2020-presidential-debate/
164,"Speaking of his work in Ukraine while his son was on the board of a Ukrainian energy company, ""Nothing was unethical. ... I carried out U.S. policy. Not one single solitary thing was out of line.""",https://www.politifact.com/article/2020/oct/23/fact-checking-donald-trump-joe-biden-final-preside/
165,"""Joe got 3.5 million dollars from Russia.""",https://www.politifact.com/article/2020/oct/23/fact-checking-donald-trump-joe-biden-final-preside/
166,"Says Debbie Mucarsel-Powell's family received $700,000 from the firm of ""violent warlord Ihor Kolomoisky,"" who is compared to Fidel Castro and Nicolás Maduro.",https://www.politifact.com/factchecks/2020/oct/16/congressional-leadership-fund/ukrainians-firm-paid-rep-mucarsel-powells-husband-/
167,"Cited ""explosive documents"" published by the New York Post to claim Joe Biden ""went to Ukraine and threatened to withhold $1 billion in aid if they did not fire the prosecutor that was investigating his son and the company that his son worked for.""",https://www.factcheck.org/2020/10/trump-revives-false-narrative-on-biden-and-ukraine/
168,"""The Russia hoax was Hillary's plan.""",https://www.factcheck.org/2020/10/partisan-claims-of-russia-hoax-revived-ahead-of-2020-election/
169,Biden received $3.5 million from the wife of the former mayor of Moscow,https://www.usatoday.com/story/news/factcheck/2020/10/01/fact-check-unproven-claims-hunter-biden-got-3-5-m-russia/3586861001/
170,"“The mayor of Moscow, his wife, gave your son three and a half-million dollars.”",https://www.washingtonpost.com/politics/2020/09/30/fact-checking-first-trump-biden-presidential-debate/
171,"""Why did (Hunter Biden) deserve three and a half million from Moscow?""",https://www.politifact.com/article/2020/sep/30/fact-checking-first-2020-presidential-debate-joe-b/
172,Trump says No Aid for CA fires. But in July he offered to help Putin with fires in Russia.,https://www.usatoday.com/story/news/factcheck/2020/09/22/fact-check-trump-oks-fire-aid-california-offers-help-russia/5825547002/
173,"""Trump says No Aid for CA fires. But in July he offered to help Putin with fires in Russia.""",https://www.factcheck.org/2020/09/contrary-to-viral-claim-trump-okd-aid-for-california-fires/
174,"""A corrupt Ukrainian oligarch put Hunter on the board of his gas company, even though he had no experience in Ukraine — or in the energy sector. None. Yet he was paid millions to do nothing.""",https://www.politifact.com/article/2020/aug/26/fact-checking-pam-bondis-rnc-attacks-about-hunter-/
175,“That very same company was being investigated by a Ukrainian prosecutor. Joe Biden —  the vice president of the United States — threatened to withhold aid to Ukraine unless that same prosecutor was fired. And then he was fired.”,https://www.politifact.com/article/2020/aug/26/fact-checking-pam-bondis-rnc-attacks-about-hunter-/
176,"The FBI raided a “Cleveland office linked to Ukraine. Biden, Pelosi, Kerry and Romney all had sons getting tens of millions of dollars from no-show jobs in Ukraine.”",https://www.politifact.com/factchecks/2020/aug/13/facebook-posts/cleveland-fbi-raid-resurfaces-debunked-conspiracy-/
177,Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,https://www.politifact.com/factchecks/2020/jul/28/viral-image/opening-case-file-does-not-mean-joe-biden-criminal/
178,"The special counsel investigation into Russia's interference in the 2016 election was ""absolutely baseless.""",https://www.factcheck.org/2020/07/trumps-misleading-spin-on-roger-stones-conviction/
179,The investigation into Russia’s interference in the 2016 presidential election ended in “the complete and total exoneration of President Trump.”,https://www.factcheck.org/2020/05/white-house-press-secretary-repeats-russia-talking-point/
180,Trump said CrowdStrike is a company owned by a very wealthy Ukrainian.,https://www.logically.ai/factchecks/archive/cd24873d
181,"Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails “right at the end so that you don’t see the laughter, the joke.”",https://www.politifact.com/factchecks/2020/mar/02/donald-trump/donald-trump-rewrites-history-about-his-russia-if-/
182,"""Why isn’t Germany paying money? Why isn’t France? Why isn’t United Kingdom paying money"" to Ukraine?",https://www.nytimes.com/2020/02/06/us/politics/trump-fact-check.html
183,“All of the aid has not arrived” to Ukraine.,https://www.politifact.com/factchecks/2020/feb/03/val-demings/ukraine-really-still-waiting-us-aid-small-amount-s/
184,"When asked if he’s defended former U.S. ambassador to Ukraine Marie Yovanovitch, ""I've defended every single person on this team.""",https://www.politifact.com/factchecks/2020/jan/29/mike-pompeo/no-evidence-mike-pompeos-claim-hes-defended-ambass/
185,"""The House managers, over a 23-hour period, kept pushing this false dichotomy that it was either Russia or Ukraine, but not both.""",https://www.politifact.com/article/2020/jan/28/fact-checking-trump-impeachment-defense/
186,"""President Zelensky and high-ranking Ukrainian officials did not even know the security assistance was paused until the end of August.""",https://www.politifact.com/article/2020/jan/28/fact-checking-trump-impeachment-defense/
187,"""Security assistance flowed on Sept. 11 and a presidential meeting took place on Sept. 25 without the Ukrainian government announcing any investigations.""",https://www.politifact.com/article/2020/jan/28/fact-checking-trump-impeachment-defense/
188,"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone.""",https://www.politifact.com/factchecks/2020/jan/28/jay-sekulow/trump-lawyer-sekulow-says-trumps-hold-ukraine-aid-/
189,"Claimed Ukraine ""got all"" of its U.S. security assistance ""long before schedule.""",https://www.factcheck.org/2020/01/false-claim-ukraine-got-aid-before-schedule/
190,President Donald Trump “worked with the Russians to try to rig the 2016 election.”,https://www.factcheck.org/2020/01/nadlers-russia-claim/
191,"“Breaking News: The President of Ukraine has just again announced that President Trump has done nothing wrong with respect to Ukraine and our interactions or calls. """,https://www.nytimes.com/2019/12/02/us/politics/trump-zelensky-fact-check.html
192,"Ukraine is ""known as being the third most corrupt country in the world.""",https://www.nytimes.com/2019/11/22/us/politics/trump-fox-and-friends-fact-check.html
193,"""Ukraine blatantly interfered in our election.""",https://www.politifact.com/factchecks/2019/dec/12/ted-cruz/checking-ted-cruz-whether-ukraine-blatantly-interf/
194,“You know full well that Vice President Biden used his office and $1 billion dollars of U.S. aid money to coerce Ukraine into firing the prosecutor who was digging into the company paying his son millions of dollars.”,https://www.washingtonpost.com/politics/2019/12/18/fact-checking-president-trumps-impeachment-letter-pelosi/
195,“President Zelensky has repeatedly declared that I did nothing wrong.”,https://www.washingtonpost.com/politics/2019/12/18/fact-checking-president-trumps-impeachment-letter-pelosi/
196,"“Ambassador Sondland testified that I told him: ‘No quid pro quo. I want nothing. I want nothing. I want President Zelensky to do the right thing, do what he ran on.’”",https://www.washingtonpost.com/politics/2019/12/18/fact-checking-president-trumps-impeachment-letter-pelosi/
197,"Says Joe Biden ""blackmailed Ukraine with a billion in tax dollars to drop an investigation into his son and Democrats want to impeach President Trump for simply asking if it was true?""`",https://www.politifact.com/factchecks/2019/dec/10/facebook-posts/social-posts-falsely-connect-trumps-impeachment-bi/
198,Says Lt. Col. Alexander Vindman confessed to giving a wrong account of President Trump’s phone call with Ukraine.,https://www.politifact.com/article/2019/dec/06/ask-politifact-we-answered-reader-questions-about-/
199,"""The Ukrainians never started, never promised to start and never announced an investigation in the time that the aid was paused. Never once.""",https://www.factcheck.org/2019/12/republicans-cherry-pick-facts-on-impeachment/
200,"""The Ukrainians, third, didn’t know the aid was held up at the time of the phone call.""",https://www.factcheck.org/2019/12/republicans-cherry-pick-facts-on-impeachment/
201,"Says former Ukraine President Petro Poroshenko ""actively worked for Secretary Clinton.""",https://www.politifact.com/factchecks/2019/dec/04/john-kennedy2/gop-senator-falsely-says-ukraine-president-helped-/
202,"“They [Ukraine] have this server, right? From the DNC, Democratic National Committee.”",https://www.washingtonpost.com/politics/2019/12/02/not-enough-pinocchios-trumps-crowdstrike-obsession/
203,"“You know, the FBI has never gotten that server. That’s a big part of this whole thing. Why did they give it to a Ukrainian company?”",https://www.washingtonpost.com/politics/2019/12/02/not-enough-pinocchios-trumps-crowdstrike-obsession/
204,"“They gave the server to CrowdStrike or whatever it’s called, which is a company owned by a very wealthy Ukrainian.”",https://www.washingtonpost.com/politics/2019/12/02/not-enough-pinocchios-trumps-crowdstrike-obsession/
205,“Did you know that Joe Biden called Ukrainian President Poroshenko at least three times in February 2016 after the president and owner of Burisma’s home was raided on February 2nd by the state prosecutor’s office?”,https://www.washingtonpost.com/politics/2019/12/04/gop-tries-connect-dots-biden-ukraine-comes-up-short/
206,"""The impeachment inquiry has uncovered no clear evidence that President Trump directed Ambassador Volker, Ambassador Sondland, and Secretary Perry to work with Mayor Giuliani for the purpose of pressuring Ukraine to investigate his political rival.”",https://www.politifact.com/article/2019/dec/03/fact-checking-house-republicans-impeachment-report/
207,"""Although Democrats and some in the media believe that Acting Chief of Staff Mick Mulvaney confirmed the existence of a quid pro quo during an October 2019 press briefing, a careful reading of his statements shows otherwise. Chief of Staff Mulvaney cited President Trump’s concerns about Ukrainian corruption and foreign aid in general as the ‘driving factors’ in the temporary pause on security assistance.”",https://www.politifact.com/article/2019/dec/03/fact-checking-house-republicans-impeachment-report/
208,"Trump’s actions were rooted in his ""long-standing, deep-seated skepticism of Ukraine due to its history of pervasive corruption.""",https://www.politifact.com/article/2019/dec/03/fact-checking-house-republicans-impeachment-report/
209,“U.S. security assistance ultimately flowed to Ukraine without the Ukrainian government taking any action to investigate President Trump’s political rival.”,https://www.politifact.com/article/2019/dec/03/fact-checking-house-republicans-impeachment-report/
210,"Says the former Ukraine president ""actively worked for Secretary Clinton"" in the 2016 election.",https://www.politifact.com/article/2019/dec/03/what-we-know-about-politico-story-heart-ukraine-co/
211,"""The Ukrainian president came out and said very strongly that President Trump did absolutely nothing wrong.""",https://www.factcheck.org/2019/12/zelenskys-remarks-about-trump-in-context/
212,“Breaking News: The President of Ukraine has just again announced that President Trump has done nothing wrong with respect to Ukraine and our interactions or calls.”,https://www.politifact.com/article/2019/dec/02/trump-mischaracterizes-ukrainian-presidents-commen/
213,"The ""head of Burisma,"" the Ukrainian gas company, has been ""indicted.""",https://www.factcheck.org/2019/11/viral-headlines-wrongly-report-indictment-in-ukraine/
214,"The theory that Ukraine was behind 2016 election interference ""is a fictional narrative that has been perpetrated and propagated by the Russian security services themselves.""",https://www.politifact.com/article/2019/nov/26/6-key-takeaways-public-impeachment-hearings/
215,Rudy Giuliani led an irregular diplomatic channel to Ukraine.,https://www.politifact.com/article/2019/nov/26/6-key-takeaways-public-impeachment-hearings/
216,U.S. officials pushed a quid pro quo with Ukraine,https://www.politifact.com/article/2019/nov/26/6-key-takeaways-public-impeachment-hearings/
217,Top federal officials were “in the loop” on Giuliani-led Ukraine efforts.,https://www.politifact.com/article/2019/nov/26/6-key-takeaways-public-impeachment-hearings/
218,"""A lot of it had to do they say with Ukraine. You know, it’s very interesting, it is very interesting. They have the server, right? From the DNC, Democratic National Committee.""",https://www.factcheck.org/2019/11/trump-repeats-false-ukraine-claims/
219,"""The Ukrainian government just indicted the Burisma gas company & named Hunter Biden for accepting millions of dollars from a slush fund.""",https://www.politifact.com/factchecks/2019/nov/22/viral-image/no-ukraine-didnt-indict-burisma-wednesday/
220,"""Why isn’t Germany putting up money? Why isn’t France putting up money (for Ukraine)? Why isn’t all of the European nations, why aren’t they putting up …""",https://www.politifact.com/article/2019/nov/22/fact-checking-trumps-falsehoods-fox-and-friends-ab/
221,"""They gave the server to Crowdstrike or whatever it’s called, which is a company owned by a very wealthy Ukrainian. And I still want to see that server, you know the FBI has never gotten that server, that’s a big part of this whole thing. Why did they give it to a Ukrainian company?""",https://www.politifact.com/article/2019/nov/22/fact-checking-trumps-falsehoods-fox-and-friends-ab/
222,"Former U.S. Ambassador Marie Yovanovitch is ""an Obama person … I heard bad things.""",https://www.politifact.com/article/2019/nov/22/fact-checking-trumps-falsehoods-fox-and-friends-ab/
223,"“I turned off the television” after Ambassador Gordon Sondland testified that I told him in a phone call, “I want nothing [from Ukraine]. I want no quid pro quo.”",https://www.factcheck.org/2019/11/trump-cherry-picks-sondland-testimony/
224,"Says Gordon Sondland ""was ambassador to the Ukraine. He is ambassador to the Ukraine. And the president knows him, the president does not know him very well. He’s a short-term ambassador.""",https://www.politifact.com/article/2019/nov/20/fact-checking-gordon-sondland-impeachment-hearing-/
225,"Social media posts and questionable websites say the former ambassador to Ukraine, Marie Yovanovitch, has a net worth of anywhere from $6.4 million to $23 million.",https://www.factcheck.org/2019/11/memes-overstate-yovanovitchs-wealth/
226,"“Solomon’s reporting on Burisma, Hunter Biden and Ukraine election meddling has become inconvenient for the Democratic narrative.”",https://www.politifact.com/article/2019/nov/19/who-john-solomon-heres-what-we-know-about-journali/
227,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",https://www.politifact.com/factchecks/2019/nov/15/donald-trump/trump-inaccurately-disparages-yovanovitch-somalia-/
228,"In an April 21 call, President Trump “expressed his commitment to work together with President-elect Zelenskyy and the Ukrainian people to implement reforms that strengthen democracy, increase prosperity, and root out corruption.”",https://www.factcheck.org/2019/11/discrepancy-in-white-house-versions-of-first-trump-zelensky-phone-call/
229,"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation.""",https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-russia-did-not-donate-145-million-clinton-found/
230,"""Maybe now we understand what President Obama meant when he told Russian President Medvedev that he would have more flexibility after his election. Maybe that flexibility was to deny lethal aid to the Ukraine, allowing Russia to march right in and kill Ukrainians.""",https://www.politifact.com/article/2019/nov/14/obamas-hot-mic-moment-russian-president-2012-was-u/
231,"""The Russians are violating all of the rules, treaties, understandings that they committed to that actually kept the peace in Europe for nearly 70 years.""",https://www.politifact.com/factchecks/2019/nov/14/william-taylor/fact-checking-impeachment-witness-william-taylors-/
232,"Photos show the Trump-Ukraine whistleblower with Chuck Schumer, Elizabeth Warren, Nancy Pelosi and Hillary Clinton.",https://www.politifact.com/factchecks/2019/nov/14/viral-image/s-not-whistleblower-posing-democratic-politicians-/
233,“The Democrats cooperated in Ukrainian election meddling … What is the full extent of Ukrainian election meddling against the Trump campaign?”,https://www.washingtonpost.com/politics/2019/11/14/fact-checking-opening-day-trump-impeachment-hearings/
234,"“For the millions of Americans viewing today, the two most important facts are the following. Number one, Ukraine received the aid. Number two, there was in fact no investigation into Biden.”",https://www.washingtonpost.com/politics/2019/11/14/fact-checking-opening-day-trump-impeachment-hearings/
235,“Ambassador Taylor testified that President Trump was the first president to see that Ukraine was afforded Javelin antitank weapons. This was a very strong message that Americans are willing to provide more than blankets. This was the Obama administration’s approach.”,https://www.washingtonpost.com/politics/2019/11/14/fact-checking-opening-day-trump-impeachment-hearings/
236,"President Trump ""approved the supply of weapons to Ukraine, unlike the previous administration, which provided blankets as defense against invading Russians.""",https://www.factcheck.org/2019/11/day-one-of-the-public-impeachment-hearings/
237,"The Obama administration ""provided blankets as defense against invading Russians.""",https://www.politifact.com/article/2019/nov/13/fact-checking-house-impeachment-hearings-trump/
238,"Democrats tried ""to obtain nude pictures of Trump from Russian pranksters who pretended to be Ukrainian officials.""",https://www.politifact.com/article/2019/nov/13/fact-checking-house-impeachment-hearings-trump/
239,"""The Democrats downplay, ignore or outright deny the many indications that Ukrainians actually did meddle in the election.""",https://www.politifact.com/article/2019/nov/13/fact-checking-house-impeachment-hearings-trump/
240,"""Nothing was withheld"" and no one knew any military aid to Ukraine ""was even being withheld.""",https://www.nytimes.com/2019/11/12/us/politics/impeachment-trump-factcheck.html
241,"""The Ukrainian leader did nothing different to actually get the aid.""",https://www.nytimes.com/2019/11/12/us/politics/impeachment-trump-factcheck.html
242,"William Taylor's testimony about Ukraine ""pointed to Mr. Giuliani, he didn’t point to the president.”",https://www.nytimes.com/2019/11/12/us/politics/impeachment-trump-factcheck.html
243,"Joe Biden did the same thing as Donald Trump by "" trying to manipulate Ukraine to get some kind of investigation.""",https://www.nytimes.com/2019/11/12/us/politics/impeachment-trump-factcheck.html
244,"A photo of ""Obama’s White House staff"" shows the alleged Ukraine whistleblower.",https://www.politifact.com/factchecks/2019/nov/12/viral-image/no-isnt-photo-ukraine-whistleblower/
245,Photos show the whistleblower with Nancy Pelosi and Hillary Clinton.,https://www.politifact.com/factchecks/2019/nov/12/facebook-posts/no-these-photos-dont-show-alleged-whistleblower-po/
246,"President Donald Trump's phone call with the Ukrainian president ""sounds exactly like what Joe Biden did.""",https://www.politifact.com/factchecks/2019/nov/11/rand-paul/rand-paul-said-trumps-actions-related-ukraine-were/
247,A viral meme identifies a White House staffer from the Obama administration as the whistleblower who filed a complaint about President Donald Trump's actions regarding Ukraine.,https://www.factcheck.org/2019/11/blowing-the-whistle-on-a-misinforming-meme/
248,"""(Joe Biden) supervised billions of dollars of aid that went from the U.S. taxpayer to Ukraine. Much of that went to Burisma, a gas company that was paying his son.""",https://www.politifact.com/article/2019/nov/11/no-proof-biden-or-kerry-channeled-us-aid-ukraine-b/
249,"“Even if you listen to the very good conversation that I had — a very, very good, no-pressure, congenial conversation with the new president of Ukraine — he had some things that were not flattering to say about her [former U.S. Ambassador Marie Yovanovitch]. And that came out of the blue.”",https://www.washingtonpost.com/politics/2019/11/06/trumps-false-claim-about-what-ukrainian-president-said-about-us-ambassador/
250,"“Hillary Clinton emerged recently to claim, with no basis in fact, that I am being ‘groomed’ by the Russian government to undermine America.”",https://www.washingtonpost.com/politics/2019/10/31/tulsi-gabbard-misquotes-hillary-clintons-jab-her/
251,"Says the Army officer who listened to the July 25 call with Ukraine and testified about it is a ""Never Trumper.""",https://www.politifact.com/article/2019/oct/30/who-alexander-vindman/
252,"“I still ask the FBI: Where is the server? How come the FBI never got the server from the DNC? Where is the server? I want to see the server. Let’s see what’s on the server. So, the server, they say, is held by a company whose primary ownership individual is from Ukraine.”",https://www.washingtonpost.com/politics/2019/10/29/president-trumps-alternative-reality-ukraine/
253,"""Ukraine Donated the Most Cash of Any Country to the Clinton Foundation.""",https://www.factcheck.org/2019/10/headlines-spin-ukrainian-donations-to-clinton-charity/
254,"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",https://www.politifact.com/factchecks/2019/oct/25/matt-gaetz/matt-gaetz-says-obama-permanently-stopped-military/
255,"""We have an obligation to investigate corruption [in Ukraine and other countries]. And that’s what it was.”",https://www.washingtonpost.com/politics/2019/10/23/trump-mulvaneys-claim-that-corruption-concerns-held-up-ukraine-aid/
256,"“There were two reasons that we held up the aid. We talked about this at some length. The first one was the rampant corruption in Ukraine. Ukraine — by the way, Chris, it’s so bad in Ukraine that in 2014, Congress passed a law making it, making us, requiring us, to make sure that corruption was moving in the right direction. So, corruption is a big deal, everyone knows it. The president was also concerned about whether or not other nations, specifically European nations, were helping with foreign aid to the Ukraine as well.”",https://www.washingtonpost.com/politics/2019/10/23/trump-mulvaneys-claim-that-corruption-concerns-held-up-ukraine-aid/
257,"""I released a transcription done by stenographers of the exact conversation I had"" with the Ukrainian president.",https://www.politifact.com/article/2019/oct/21/fact-checking-trump-phony-emoluments-adam-schiff-a/
258,"The Steele dossier ""started"" the Russian election interference investigation into Trump.",https://www.nytimes.com/2019/02/27/us/politics/fact-checking-cohen-testimony.html
259,"""I’ll withhold again and I’ll continue to withhold until such time as Europe and other nations contribute to Ukraine because they’re not doing it. Just the United States. We’re putting up the bulk of the money.""",https://www.nytimes.com/2019/09/24/us/politics/trumps-misleading-defense-for-withholding-assistance-to-ukraine.html
260,"""Just two days ago The New York Times put out an article saying I’m a Russian asset and an Assad apologist and all these different smears. This morning a CNN commentator said on national television that I am an asset of Russia. Completely despicable.""",https://www.politifact.com/article/2019/oct/16/fact-checking-cnn-nyt-democratic-debate-ohio/
261,"""There was a letter sent by Democratic senators in May 2018 threatening the Ukraine to cut off aid if they did not investigate Trump.""",https://www.factcheck.org/2019/10/the-democratic-letter-to-ukraine/
262,"""Fact: Joe Biden pressured Ukraine to fire its prosecutor .... Fact: the prosecutor said he was forced out for leading a corruption probe into Hunter Biden's company. Fact: Democrats want to impeach President Trump for discussing this investigation with Ukraine's President.""",https://www.politifact.com/factchecks/2019/oct/11/donald-trump/trump-ad-misleads-about-biden-ukraine-and-prosecut/
263,"""Sleepy Joe said he never spoke to the Ukrainian company, and then the picture came out where he was playing golf with the company boss and Hunter.""",https://www.politifact.com/factchecks/2019/oct/08/donald-trump/trump-claims-photo-shows-bidens-playing-golf-ukrai/
264,"""President Trump wants to dig up dirt on his 2020 opponent, what he wants is he wants an accounting of what happened in 2016. Who set him up? Did things spring from Ukraine?""",https://www.washingtonpost.com/politics/2019/10/08/gop-theory-that-ukraine-set-up-trump/
265,The White House-released memo on President Trump's phone call with the Ukrainian president was “an exact word-for-word transcript of the conversation … taken by very talented stenographers.”,https://www.factcheck.org/2019/10/trumps-inaccurate-claims-about-his-perfect-call/
266,Acting Director of National Intelligence Joseph Maguire testified that President Trump’s phone call with the Ukrainian president was “very normal.”,https://www.factcheck.org/2019/10/trumps-inaccurate-claims-about-his-perfect-call/
267,Republican Sen. Mitch McConnell read a White House-released memo of President Trump's phone call with the Ukrainian president and then “put out a statement that said that was the most innocent phone call he’s read.”,https://www.factcheck.org/2019/10/trumps-inaccurate-claims-about-his-perfect-call/
268,"“I heard Rick Scott today say, ‘That was a perfect conversation,'"" referring to a White House-released memo on President Trump's phone call with the Ukrainian president.",https://www.factcheck.org/2019/10/trumps-inaccurate-claims-about-his-perfect-call/
269,"""Barack Obama asked Ukraine to investigate his political rival's campaign manager, 3 Democrat senators asked Ukraine to investigate Trump, and the DNC solicited Ukraine's help to dig up dirt on Trump.""",https://www.politifact.com/factchecks/2019/oct/03/charlie-kirk/fact-checking-charlie-kirks-misleading-tweet-about/
270,"“Well, John, you’re asking me to comment on an IG report I haven’t seen and some reporting [on President Trump's request that Ukraine investigate Joe Biden's son] — I have no idea if that has any foundation whatsoever.”",https://www.washingtonpost.com/politics/2019/10/03/pompeos-four-pinocchio-spin-trump-ukraine/
271,"""There is a load of evidence that the Ukrainians created false information, that they were asked by the Obama White House to do it in January of 2016.""",https://www.politifact.com/article/2019/oct/02/fact-checking-rudy-giulianis-claims-about-joe-bide/
272,Trump said Democratic senators threatened Ukraine,https://www.politifact.com/article/2019/sep/27/trump-said-democratic-senators-threatened-ukraine-/
273,"“I would like you to find out what happened with this whole situation with Ukraine, they say Crowdstrike.”",https://www.politifact.com/article/2019/sep/27/trump-mentioned-crowdstrike-conspiracy-during-his-/
274,"""In the letter, they implied that their support for U.S. assistance to Ukraine was at stake and that if they didn’t do the right thing, they wouldn’t get any assistance....I just told you about senators that threatened him with votes and no money coming into Ukraine if they do."" things.",https://www.washingtonpost.com/politics/2019/09/27/quick-guide-trumps-false-claims-about-ukraine-bidens/
275,"""A lot of people are talking about"" the removal of a ""very fair prosecutor"" in Ukraine.",https://www.politifact.com/factchecks/2019/sep/26/donald-trump/donald-trumps-boasts-about-former-ukrainian-prosec/
276,"""Europe and other nations"" are ""not"" contributing to Ukraine. ""Why is it only the United States putting up the money? ... Germany, France, other countries should put up money.""",https://www.factcheck.org/2019/09/trump-wrong-on-european-aid-to-ukraine/
277,"“Ask how his son made millions of dollars from Ukraine, made millions of dollars from China, even though he had no expertise whatsoever.”",https://www.washingtonpost.com/politics/2019/09/26/trumps-false-claims-about-hunter-bidens-china-dealings/
278,"""Europe and other nations (need to) contribute to Ukraine. Because they’re not doing it. Just the United States. We’re putting up the bulk of the money.""",https://www.politifact.com/factchecks/2019/sep/25/donald-trump/donald-trump-said-european-nations-have-not-put-mo/
279,"""We’re putting up the bulk of the money [for Ukraine]. … Europe has to put up money for Ukraine also. Why is it only the United States putting up the money?""",https://www.washingtonpost.com/politics/2019/09/25/trumps-pinocchio-laden-claims-about-joe-biden-ukraine-polls/
280,"""It was something where [then-Vice President Joe Biden] said, “I’m not going to give billions of dollars to Ukraine unless they remove this prosecutor.” ... And the prosecutor was prosecuting the company of the son and the son,"" Hunter Biden.",https://www.factcheck.org/2019/09/trump-twists-facts-on-biden-and-ukraine/
281,"Crimea ""was sort of taken away from President Obama. … And he wanted Russia to be out of what was called the G-8. And that was his determination.""",https://www.politifact.com/factchecks/2019/aug/27/donald-trump/donald-trump-misleads-russia-crimea-obama/
